Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
7552,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,OPEN,361,350
7553,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,OBC-NCL,338,333
7554,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,OPEN,482,367
7555,Special Round 1,"National Institute of Technology, Andhra Pradesh",Advanced Communication Systems and Signal Processing,Group 1,OPEN,383,383
7556,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,OBC-NCL,433,359
7557,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,EWS,389,389
7558,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,OPEN,464,442
7559,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,SC,289,284
7560,Special Round 1,"National Institute of Technology, Warangal",Additive Manufacturing,Group 1,OBC-NCL,455,423
7561,Special Round 1,"National Institute of Technology, Warangal",Additive Manufacturing,Group 1,EWS,395,395
7562,Special Round 1,"National Institute of Technology, Warangal",Additive Manufacturing,Group 1,OPEN,496,457
7563,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Chemical Engineering,Group 1,SC,240,240
7564,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Chemical Engineering,Group 1,OPEN,508,508
7565,Special Round 1,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 1,SC,293,293
7566,Special Round 1,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 2,SC,342,342
7567,Special Round 1,"National Institute of Technology, Warangal",Chemical Engineering,Group 1,OBC-NCL,324,319
7568,Special Round 1,"National Institute of Technology, Warangal",Chemical Engineering,Group 1,OPEN,361,350
7569,Special Round 1,"National Institute of Technology, Warangal",Chemical Engineering,Group 1,SC,245,245
7570,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Chemical Engineering,Group 1,OBC-NCL,340,329
7571,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,Group 2,OPEN,404,364
7572,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,Group 2,SC,277,277
7573,Special Round 1,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 1,OBC-NCL,377,356
7574,Special Round 1,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 1,EWS,377,335
7575,Special Round 1,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 1,OPEN,398,387
7576,Special Round 1,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 2,OPEN,499,499
7577,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,Group 1,OBC-NCL,332,328
7578,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,Group 1,OPEN,464,382
7579,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,Group 1,SC,267,260
7580,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Communication System Engineering,Group 1,OBC-NCL,377,333
7581,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Communication System Engineering,Group 1,OPEN,536,407
7582,Special Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Communication Engineering & Signal Processing,Group 1,OPEN,400,354
7583,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,Group 1,OBC-NCL,505,478
7584,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,Group 1,EWS,519,519
7585,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,Group 1,OPEN,545,528
7586,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,Group 1,SC,337,323
7587,Special Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,Group 1,OBC-NCL,479,458
7588,Special Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,Group 1,EWS,452,444
7589,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Construction Technology and Management,Group 1,SC,306,279
7590,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Construction Technology and Management,Group 1,OBC-NCL,436,427
7591,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Construction Technology and Management,Group 1,EWS,406,385
7592,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Construction Technology and Management,Group 1,OPEN,492,462
7593,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Construction Technology and Management,Group 1,ST,249,249
7594,Special Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,Group 1,OPEN,575,522
7595,Special Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,Group 1,SC,350,330
7596,Special Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,Group 1,ST,305,305
7597,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Construction Technology and Management,Group 1,OBC-NCL,396,371
7598,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Construction Technology and Management,Group 1,EWS,368,326
7599,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Construction Technology and Management,Group 1,OPEN,460,442
7600,Special Round 1,National Institute of Technology Patna,Control System Engineering,Group 1,OBC-NCL,342,316
7601,Special Round 1,National Institute of Technology Patna,Control System Engineering,Group 1,OPEN,414,371
7602,Special Round 1,National Institute of Technology Patna,Control System Engineering,Group 1,SC,271,271
7603,Special Round 1,"National Institute of Technology, Kurukshetra",Control System,Group 1,OBC-NCL,321,321
7604,Special Round 1,"National Institute of Technology, Kurukshetra",Control System,Group 1,OPEN,453,396
7605,Special Round 1,"National Institute of Technology, Kurukshetra",Control System,Group 1,SC,283,283
7606,Special Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,OBC-NCL,446,429
7607,Special Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,EWS,449,446
7608,Special Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,OPEN,512,477
7609,Special Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,SC,328,293
7610,Special Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,Group 1,OBC-NCL,565,547
7611,Special Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,Group 1,EWS,583,574
7612,Special Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,Group 1,OPEN,635,596
7613,Special Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,Group 1,SC,416,352
7614,Special Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,Group 1,ST,341,341
7615,Special Round 1,"National Institute of Technology, Jamshedpur",Communication Systems Engineering,Group 1,OPEN,350,350
7616,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,Group 2,OPEN,450,450
7617,Special Round 1,"National Institute of Technology, Rourkela",Cryogenics & Vacuum Technology,Group 1,OPEN,538,370
7618,Special Round 1,"National Institute of Technology, Rourkela",Communication & Networks,Group 1,OBC-NCL,425,387
7619,Special Round 1,"National Institute of Technology, Rourkela",Communication & Networks,Group 1,EWS,412,362
7620,Special Round 1,"National Institute of Technology, Rourkela",Communication & Networks,Group 1,OPEN,458,426
7621,Special Round 1,"National Institute of Technology, Rourkela",Communication & Networks,Group 1,SC,329,329
7622,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Communication Engineering and Networks,Group 1,OBC-NCL,487,429
7623,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Communication Engineering and Networks,Group 1,EWS,479,462
7624,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Communication Engineering and Networks,Group 1,OPEN,533,487
7625,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Communication Engineering and Networks,Group 1,SC,326,313
7626,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,Group 1,OBC-NCL,397,350
7627,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,Group 1,EWS,392,321
7628,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,Group 1,OPEN,462,405
7629,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,Group 1,SC,254,250
7630,Special Round 1,"National Institute of Technology, Tiruchirappalli",Communication Systems,Group 1,EWS,554,545
7631,Special Round 1,"National Institute of Technology, Tiruchirappalli",Communication Systems,Group 1,OPEN,596,554
7632,Special Round 1,"National Institute of Technology, Tiruchirappalli",Communication Systems,Group 1,SC,371,346
7633,Special Round 1,"National Institute of Technology, Kurukshetra",Communication Systems,Group 1,OBC-NCL,350,320
7634,Special Round 1,"National Institute of Technology, Kurukshetra",Communication Systems,Group 1,EWS,346,346
7635,Special Round 1,"National Institute of Technology, Kurukshetra",Communication Systems,Group 1,OPEN,417,387
7636,Special Round 1,"National Institute of Technology, Tiruchirappalli",Communication Systems,Group 1,OBC-NCL,546,493
7637,Special Round 1,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),Group 1,SC,265,265
7638,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Digital Communication,Group 1,OBC-NCL,329,329
7639,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Digital Communication,Group 1,OPEN,383,371
7640,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Digital Communication,Group 1,SC,250,250
7641,Special Round 1,"National Institute of Technology, Andhra Pradesh",Computer Science and Data Analytics,Group 1,OPEN,429,359
7642,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,Group 1,OPEN,407,407
7643,Special Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,Group 1,OBC-NCL,414,377
7644,Special Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,Group 1,EWS,339,337
7645,Special Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,Group 1,OPEN,514,488
7646,Special Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,Group 1,SC,252,252
7647,Special Round 1,National Institute of Technology Patna,Design Engineering,Group 1,OPEN,384,352
7648,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,Group 1,OBC-NCL,419,381
7649,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,Group 1,EWS,362,362
7650,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,Group 1,OPEN,522,420
7651,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,Group 1,SC,290,290
7652,Special Round 1,National Institute of Technology Patna,Design Engineering,Group 1,OBC-NCL,344,327
7653,Special Round 1,"National Institute of Technology, Silchar",Design & Manufacturing,Group 1,OBC-NCL,326,326
7654,Special Round 1,"National Institute of Technology, Tiruchirappalli",Data Analytics,Group 1,OBC-NCL,578,539
7655,Special Round 1,"National Institute of Technology, Tiruchirappalli",Data Analytics,Group 1,EWS,578,565
7656,Special Round 1,"National Institute of Technology, Tiruchirappalli",Data Analytics,Group 1,OPEN,680,600
7657,Special Round 1,"National Institute of Technology, Tiruchirappalli",Data Analytics,Group 1,SC,389,350
7658,Special Round 1,"National Institute of Technology, Tiruchirappalli",Data Analytics,Group 1,ST,270,270
7659,Special Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,Group 1,OBC-NCL,362,322
7660,Special Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,Group 1,OPEN,416,364
7661,Special Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,Group 1,SC,298,241
7662,Special Round 1,National Institute of Technology Raipur,Energy and Environment,Group 1,SC,281,281
7663,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),Group 1,OBC-NCL,499,460
7664,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),Group 1,EWS,504,495
7665,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),Group 1,OPEN,565,512
